student_uid,student_name,college_email,college_name,department,current_year,current_semester,attendance_rate,avg_internal,cgpa,backlog_count,fee_status,normalized_engagement,scholarship_status
744874353844,Mukesh Rajput,mukesh.rajput8707@msrit.edu,MS Ramaiah Institute of Technology,Mechanical Engineering,1,1,78,62,7.54,2,paid,0.71,no
318845302932,Yash Reddy,yash.reddy627@kiit.ac.in,KIIT University,Mechanical Engineering,2,4,75,66,7.24,0,paid,0.64,no
805627233902,Shyam Banerjee,shyam.banerjee5857@hithaldia.ac.in,Haldia Institute of Technology,Mechanical Engineering,4,8,92,85,8.92,0,paid,0.87,no
653009540567,Shruti Kumar,shruti.kumar8311@amity.edu,Amity University,Mechanical Engineering,2,3,69,63,7.26,2,paid,0.58,no
582752528546,Shaurya Thakur,shaurya.thakur4254@rvce.edu.in,RV College of Engineering,Computer Science and Engineering,4,8,73,76,8.12,1,paid,0.74,no
901344965813,Krishna Joshi,krishna.joshi7889@pes.edu,PES University,Electrical and Electronics Engineering,4,7,81,64,6.64,1,paid,0.76,no
334799790511,Abhinav Deshmukh,abhinav.deshmukh2622@bmsce.ac.in,BMS College of Engineering,Information Technology,3,6,53,58,5.34,3,delayed,0.13,no
984161338241,Sonam Nair,sonam.nair3338@bmsce.ac.in,BMS College of Engineering,Computer Science and Engineering,4,8,57,46,6.45,5,delayed,0.22,no
678108495073,Shyam Das,shyam.das3677@amity.edu,Amity University,Information Technology,2,3,79,60,8.11,0,paid,0.76,no
297737523072,Sumit Deshmukh,sumit.deshmukh1010@bmsce.ac.in,BMS College of Engineering,Computer Science and Engineering,3,6,53,39,4.56,5,delayed,0.36,no
124524464273,Suresh Banerjee,suresh.banerjee1377@amity.edu,Amity University,Electrical and Electronics Engineering,3,6,51,54,5.67,3,paid,0.48,no
272850990313,Rohan Verma,rohan.verma4699@thapar.edu,Thapar Institute of Engineering and Technology,Information Technology,2,4,69,72,7.7,2,paid,0.51,no
358027710023,Dhruv Rajput,dhruv.rajput8947@vit.ac.in,Vellore Institute of Technology,Electronics and Communication Engineering,4,8,76,71,7.84,0,paid,0.51,no
740577795740,Ritik Shah,ritik.shah3806@thapar.edu,Thapar Institute of Engineering and Technology,Information Technology,1,2,84,76,7.77,2,delayed,0.68,no
757733464269,Sumit Kulkarni,sumit.kulkarni1708@amity.edu,Amity University,Electrical and Electronics Engineering,2,4,67,72,7.42,1,paid,0.71,no
564822586031,Aarti Singh,aarti.singh9193@thapar.edu,Thapar Institute of Engineering and Technology,Computer Science and Engineering,2,4,67,74,8.17,1,paid,0.64,no
688794143425,Pranav Yadav,pranav.yadav3822@dayanandasagar.edu,Dayananda Sagar College of Engineering,Computer Science and Engineering,2,3,91,97,9.41,0,paid,0.94,yes
197972171996,Abhinav Shah,abhinav.shah5239@manipal.edu,Manipal Institute of Technology,Mechanical Engineering,3,5,83,69,8.24,1,paid,0.52,no
265836194576,Shreya Iyer,shreya.iyer8646@bmsce.ac.in,BMS College of Engineering,Electrical and Electronics Engineering,4,8,50,49,5.03,1,unpaid,0.28,no
432051183227,Rahul Joshi,rahul.joshi27@lpu.in,Lovely Professional University,Computer Science and Engineering,2,4,68,75,6.68,1,paid,0.72,no
237334820472,Kavya Chauhan,kavya.chauhan607@thapar.edu,Thapar Institute of Engineering and Technology,Civil Engineering,3,6,54,54,6.33,2,delayed,0.1,no
423697508931,Suresh Patel,suresh.patel4678@msrit.edu,MS Ramaiah Institute of Technology,Mechanical Engineering,4,7,74,77,7.77,2,paid,0.58,no
253411530657,Aditya Kumar,aditya.kumar3221@msrit.edu,MS Ramaiah Institute of Technology,Mechanical Engineering,1,1,99,92,8.72,0,paid,0.95,no
976079957842,Vikas Patel,vikas.patel512@thapar.edu,Thapar Institute of Engineering and Technology,Civil Engineering,2,4,69,61,7.61,2,paid,0.58,no
864344693632,Sumit Chaudhary,sumit.chaudhary7112@pes.edu,PES University,Computer Science and Engineering,4,7,90,85,8.91,0,paid,0.9,yes
505486383303,Krishna Mishra,krishna.mishra1317@amity.edu,Amity University,Information Technology,1,1,52,41,5.9,2,unpaid,0.48,no
155559368991,Vikas Shah,vikas.shah5129@msrit.edu,MS Ramaiah Institute of Technology,Computer Science and Engineering,1,2,90,92,9.03,0,paid,0.94,no
947464303069,Ramesh Desai,ramesh.desai4148@nmamit.nitte.edu.in,NMAM Institute of Technology,Computer Science and Engineering,4,8,74,69,6.98,2,paid,0.6,no
805870787660,Ananya Mishra,ananya.mishra5288@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Electronics and Communication Engineering,1,1,74,70,8.43,1,paid,0.75,no
473070198629,Aaryan Patel,aaryan.patel3531@amity.edu,Amity University,Electrical and Electronics Engineering,3,6,94,95,9.16,0,paid,0.88,no
597768238917,Ramesh Yadav,ramesh.yadav1791@bmsce.ac.in,BMS College of Engineering,Computer Science and Engineering,1,1,74,72,7.91,2,paid,0.53,no
918783697389,Shaurya Sengupta,shaurya.sengupta1766@thapar.edu,Thapar Institute of Engineering and Technology,Computer Science and Engineering,2,3,80,74,7.09,1,paid,0.63,no
659100947239,Mukesh Reddy,mukesh.reddy9460@nmamit.nitte.edu.in,NMAM Institute of Technology,Computer Science and Engineering,1,1,62,46,6.03,1,unpaid,0.19,no
985151694432,Shreya Pandey,shreya.pandey6976@thapar.edu,Thapar Institute of Engineering and Technology,Information Technology,2,4,79,64,8.02,2,paid,0.64,no
409864577748,Aaryan Rajput,aaryan.rajput4737@kiit.ac.in,KIIT University,Information Technology,2,3,93,100,9.14,0,paid,0.87,no
382484119320,Ayaan Chatterjee,ayaan.chatterjee4947@kiit.ac.in,KIIT University,Computer Science and Engineering,3,6,59,55,5.52,3,delayed,0.25,no
638228957876,Dev Rao,dev.rao9935@lpu.in,Lovely Professional University,Civil Engineering,2,3,77,75,8.21,2,delayed,0.75,no
837089528921,Ramesh Shah,ramesh.shah5059@dayanandasagar.edu,Dayananda Sagar College of Engineering,Electronics and Communication Engineering,4,8,63,48,6.38,2,unpaid,0.35,no
274293916790,Vivek Patil,vivek.patil4927@srmist.edu.in,SRM Institute of Science and Technology,Computer Science and Engineering,4,8,68,75,8.24,1,delayed,0.59,no
919296435894,Vivek Yadav,vivek.yadav8306@lpu.in,Lovely Professional University,Electronics and Communication Engineering,2,4,86,82,9.16,0,paid,0.87,no
233154865187,Raj Banerjee,raj.banerjee5535@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Electrical and Electronics Engineering,4,7,97,96,9.36,0,paid,0.85,no
415142787655,Rohan Patel,rohan.patel801@dayanandasagar.edu,Dayananda Sagar College of Engineering,Information Technology,2,4,61,52,5.12,5,unpaid,0.3,no
388230175391,Pooja Chauhan,pooja.chauhan5501@manipal.edu,Manipal Institute of Technology,Electronics and Communication Engineering,4,7,80,67,8.35,0,paid,0.72,no
152839696772,Aditi Sharma,aditi.sharma2303@rvce.edu.in,RV College of Engineering,Information Technology,2,3,96,88,9.37,0,paid,0.99,no
904747319882,Ramesh Thakur,ramesh.thakur1588@rvce.edu.in,RV College of Engineering,Electronics and Communication Engineering,1,2,50,39,6.23,3,unpaid,0.13,no
727683616687,Shaurya Sharma,shaurya.sharma8117@lpu.in,Lovely Professional University,Information Technology,4,7,74,68,7.09,2,paid,0.53,no
740522459759,Kavya Gupta,kavya.gupta205@vit.ac.in,Vellore Institute of Technology,Civil Engineering,1,1,96,93,9.56,0,paid,0.81,no
890206565557,Priya Patel,priya.patel7653@nmamit.nitte.edu.in,NMAM Institute of Technology,Information Technology,4,8,63,39,4.14,3,delayed,0.18,no
577293644887,Sanjay Sharma,sanjay.sharma8721@bmsce.ac.in,BMS College of Engineering,Electrical and Electronics Engineering,3,6,85,80,8.79,0,paid,0.83,no
109689342221,Abhishek Pandey,abhishek.pandey8364@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Electrical and Electronics Engineering,1,1,55,39,5.43,4,delayed,0.49,no
828012795713,Pooja Nair,pooja.nair1681@msrit.edu,MS Ramaiah Institute of Technology,Electronics and Communication Engineering,1,1,50,50,6.02,1,delayed,0.39,no
174807178415,Aditya Pandey,aditya.pandey3924@hithaldia.ac.in,Haldia Institute of Technology,Information Technology,3,6,68,60,8.19,2,paid,0.56,no
284360419654,Akash Kumar,akash.kumar4841@amity.edu,Amity University,Civil Engineering,3,5,72,77,7.8,2,paid,0.51,no
982166692239,Sai Gupta,sai.gupta3303@hithaldia.ac.in,Haldia Institute of Technology,Electrical and Electronics Engineering,2,3,62,47,6.21,1,paid,0.29,no
943035379102,Shreya Chaudhary,shreya.chaudhary3083@pes.edu,PES University,Information Technology,1,1,62,44,6.39,1,unpaid,0.27,no
621751237512,Amit Kulkarni,amit.kulkarni5152@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Civil Engineering,3,5,48,48,6.38,5,delayed,0.32,no
480909794362,Krishna Singh,krishna.singh6667@nmamit.nitte.edu.in,NMAM Institute of Technology,Civil Engineering,2,4,85,94,9.3,0,paid,0.81,no
665688257072,Sonam Joshi,sonam.joshi3769@thapar.edu,Thapar Institute of Engineering and Technology,Computer Science and Engineering,4,8,72,78,7.05,2,paid,0.59,no
284861125313,Ritik Yadav,ritik.yadav3975@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Mechanical Engineering,3,5,53,49,5.67,3,paid,0.47,no
921365923131,Nidhi Bose,nidhi.bose6493@bmsce.ac.in,BMS College of Engineering,Electronics and Communication Engineering,4,8,88,86,9.56,0,paid,0.87,yes
271761323899,Aarav Rao,aarav.rao4170@msrit.edu,MS Ramaiah Institute of Technology,Mechanical Engineering,2,3,66,70,8.2,1,paid,0.6,no
659756686005,Shreya Chatterjee,shreya.chatterjee1954@nmamit.nitte.edu.in,NMAM Institute of Technology,Electrical and Electronics Engineering,3,6,54,46,5.78,4,paid,0.15,no
162647636567,Nidhi Desai,nidhi.desai9978@vit.ac.in,Vellore Institute of Technology,Information Technology,1,2,95,82,9.08,0,paid,0.88,yes
696696121515,Kavya Kumar,kavya.kumar3859@nmamit.nitte.edu.in,NMAM Institute of Technology,Mechanical Engineering,4,7,78,71,7.11,1,paid,0.77,no
636977246273,Sai Thakur,sai.thakur3172@bmsce.ac.in,BMS College of Engineering,Information Technology,1,1,80,73,7.63,2,paid,0.54,no
370427399617,Abhinav Iyer,abhinav.iyer898@hithaldia.ac.in,Haldia Institute of Technology,Computer Science and Engineering,3,5,83,75,8.02,2,paid,0.7,no
427106535824,Riya Joshi,riya.joshi9605@mitwpu.edu.in,MIT World Peace University,Electrical and Electronics Engineering,4,8,47,37,4.5,2,unpaid,0.41,no
250832637378,Aditya Patil,aditya.patil1666@amity.edu,Amity University,Information Technology,4,8,85,92,9.19,0,paid,0.93,no
106634384088,Vihaan Mishra,vihaan.mishra1161@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Information Technology,1,1,74,60,7.99,1,paid,0.78,no
299020471834,Khushi Singh,khushi.singh613@dayanandasagar.edu,Dayananda Sagar College of Engineering,Mechanical Engineering,1,2,81,78,8.07,1,delayed,0.64,no
188170812497,Shreya Sengupta,shreya.sengupta4943@vit.ac.in,Vellore Institute of Technology,Information Technology,3,5,74,70,7.87,1,delayed,0.58,no
306769408919,Ishaan Gupta,ishaan.gupta7745@dayanandasagar.edu,Dayananda Sagar College of Engineering,Computer Science and Engineering,2,3,91,81,9.5,0,paid,0.98,yes
746744841800,Abhishek Gupta,abhishek.gupta8952@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Information Technology,1,2,91,94,9.79,0,paid,0.9,yes
189776382183,Akash Nair,akash.nair8800@hithaldia.ac.in,Haldia Institute of Technology,Information Technology,2,3,75,75,7.36,1,delayed,0.52,no
555199863621,Ritik Kumar,ritik.kumar5400@dayanandasagar.edu,Dayananda Sagar College of Engineering,Electronics and Communication Engineering,1,1,78,66,7.31,1,paid,0.75,no
200494883869,Nidhi Patel,nidhi.patel6218@lpu.in,Lovely Professional University,Mechanical Engineering,2,4,98,83,9.76,0,paid,0.95,yes
418206473115,Aarav Kumar,aarav.kumar6187@pes.edu,PES University,Civil Engineering,1,2,97,89,8.62,0,paid,0.82,yes
471036720922,Ramesh Kulkarni,ramesh.kulkarni6522@manipal.edu,Manipal Institute of Technology,Electronics and Communication Engineering,3,5,78,69,8.26,0,delayed,0.61,no
473711561443,Manoj Verma,manoj.verma8060@vit.ac.in,Vellore Institute of Technology,Civil Engineering,1,2,83,60,7.53,2,paid,0.68,no
632274238009,Aditya Menon,aditya.menon5610@manipal.edu,Manipal Institute of Technology,Electronics and Communication Engineering,1,1,40,37,4.32,1,delayed,0.29,no
590164335776,Aryan Shah,aryan.shah4511@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Civil Engineering,1,2,66,72,8.38,2,paid,0.7,no
998548421943,Yash Desai,yash.desai6220@dayanandasagar.edu,Dayananda Sagar College of Engineering,Mechanical Engineering,2,3,78,77,7.18,1,paid,0.71,no
170818909576,Sonam Patel,sonam.patel9337@dayanandasagar.edu,Dayananda Sagar College of Engineering,Computer Science and Engineering,3,5,69,63,7.32,2,paid,0.76,no
800080605061,Anjali Nair,anjali.nair8289@nmamit.nitte.edu.in,NMAM Institute of Technology,Information Technology,3,6,80,60,7.91,2,paid,0.51,no
297590286554,Ananya Menon,ananya.menon3240@hithaldia.ac.in,Haldia Institute of Technology,Electrical and Electronics Engineering,2,4,73,77,8.42,0,paid,0.68,no
597396601978,Sonam Patil,sonam.patil2424@nmamit.nitte.edu.in,NMAM Institute of Technology,Civil Engineering,1,1,76,63,7.58,2,paid,0.72,no
834244152534,Ishaan Rajput,ishaan.rajput7974@thapar.edu,Thapar Institute of Engineering and Technology,Computer Science and Engineering,1,1,48,43,5.92,5,unpaid,0.33,no
146528696745,Sumit Reddy,sumit.reddy3173@vit.ac.in,Vellore Institute of Technology,Mechanical Engineering,2,4,70,76,7.52,1,paid,0.5,no
347776588750,Manoj Iyer,manoj.iyer4197@hithaldia.ac.in,Haldia Institute of Technology,Mechanical Engineering,1,2,99,84,8.54,0,paid,1,yes
176551675400,Reyansh Kumar,reyansh.kumar4935@pes.edu,PES University,Electronics and Communication Engineering,2,4,99,85,9.64,0,paid,0.89,no
533809463814,Swati Chauhan,swati.chauhan3337@vit.ac.in,Vellore Institute of Technology,Electrical and Electronics Engineering,2,4,77,67,7.48,0,paid,0.63,no
123715201643,Dhruv Yadav,dhruv.yadav2731@manipal.edu,Manipal Institute of Technology,Information Technology,1,1,49,38,4.59,2,paid,0.3,no
645306780169,Aaryan Desai,aaryan.desai9095@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Electronics and Communication Engineering,4,8,88,93,8.93,0,paid,0.91,yes
359095799496,Sanjay Deshmukh,sanjay.deshmukh1254@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Electronics and Communication Engineering,3,6,100,85,9.32,0,paid,0.88,yes
224404882517,Aarav Gupta,aarav.gupta4622@rvce.edu.in,RV College of Engineering,Mechanical Engineering,3,5,66,75,7.93,2,paid,0.55,no
454731103729,Swati Reddy,swati.reddy7177@pes.edu,PES University,Mechanical Engineering,2,4,86,97,9.51,0,paid,0.84,no
917037688079,Ritik Joshi,ritik.joshi3979@msrit.edu,MS Ramaiah Institute of Technology,Electrical and Electronics Engineering,3,6,63,46,6.06,2,delayed,0.1,no
763549837483,Sonam Pandey,sonam.pandey2286@amity.edu,Amity University,Electronics and Communication Engineering,4,8,74,69,8.24,0,paid,0.64,no
840508604349,Manoj Deshmukh,manoj.deshmukh1988@manipal.edu,Manipal Institute of Technology,Civil Engineering,3,6,40,57,5.25,4,paid,0.29,no
257977108048,Suresh Yadav,suresh.yadav6004@amity.edu,Amity University,Information Technology,4,7,62,41,4.27,5,delayed,0.22,no
719529899345,Kavya Singh,kavya.singh1632@lpu.in,Lovely Professional University,Mechanical Engineering,3,5,74,76,7.6,1,paid,0.74,no
711601393695,Krishna Mukherjee,krishna.mukherjee3446@hithaldia.ac.in,Haldia Institute of Technology,Information Technology,2,3,96,86,9.3,0,paid,1,yes
959818238289,Mukesh Menon,mukesh.menon1248@manipal.edu,Manipal Institute of Technology,Mechanical Engineering,2,3,66,77,6.8,1,paid,0.78,no
270376662423,Vihaan Bose,vihaan.bose7972@amity.edu,Amity University,Electronics and Communication Engineering,4,7,93,81,8.9,0,paid,0.91,no
955629336131,Dhruv Chauhan,dhruv.chauhan3448@nmamit.nitte.edu.in,NMAM Institute of Technology,Electrical and Electronics Engineering,1,2,96,94,9.23,0,paid,0.86,no
658692500849,Yash Chaudhary,yash.chaudhary9680@kiit.ac.in,KIIT University,Mechanical Engineering,2,3,82,63,8.33,2,paid,0.75,no
829091156962,Aditya Shah,aditya.shah1759@bmsce.ac.in,BMS College of Engineering,Electrical and Electronics Engineering,2,3,71,69,6.59,1,paid,0.55,no
617521348678,Aarti Yadav,aarti.yadav9965@rvce.edu.in,RV College of Engineering,Information Technology,2,3,50,41,5.11,1,paid,0.32,no
269468586243,Amit Joshi,amit.joshi4969@vit.ac.in,Vellore Institute of Technology,Civil Engineering,4,8,76,67,8.43,1,delayed,0.75,no
733167884261,Vihaan Mukherjee,vihaan.mukherjee3853@msrit.edu,MS Ramaiah Institute of Technology,Electrical and Electronics Engineering,3,6,99,92,8.88,0,paid,0.86,no
332822469706,Aarav Mishra,aarav.mishra6661@vit.ac.in,Vellore Institute of Technology,Electrical and Electronics Engineering,3,5,79,78,7.27,0,delayed,0.53,no
287989393216,Sonam Kulkarni,sonam.kulkarni7770@amity.edu,Amity University,Civil Engineering,2,4,73,69,6.71,0,paid,0.61,no
581365783214,Dhruv Sharma,dhruv.sharma5866@thapar.edu,Thapar Institute of Engineering and Technology,Electronics and Communication Engineering,2,3,75,70,7.64,2,delayed,0.76,no
797738469188,Shyam Patil,shyam.patil9796@vit.ac.in,Vellore Institute of Technology,Computer Science and Engineering,3,6,66,79,7.91,2,paid,0.6,no
854773990141,Aaryan Iyer,aaryan.iyer8044@kiit.ac.in,KIIT University,Information Technology,2,4,63,39,4.17,4,delayed,0.15,no
769026734297,Kabir Chauhan,kabir.chauhan5917@lpu.in,Lovely Professional University,Computer Science and Engineering,4,8,55,47,4.95,4,delayed,0.26,no
370019979022,Aditi Desai,aditi.desai2906@mitwpu.edu.in,MIT World Peace University,Electrical and Electronics Engineering,3,6,70,74,7.04,1,paid,0.76,no
932280433493,Amit Chaudhary,amit.chaudhary6240@rvce.edu.in,RV College of Engineering,Computer Science and Engineering,1,1,78,75,7.82,2,paid,0.58,no
866739912321,Suresh Nair,suresh.nair2666@mitwpu.edu.in,MIT World Peace University,Electronics and Communication Engineering,3,6,65,75,6.6,2,paid,0.52,no
846249807117,Amit Patil,amit.patil1449@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Information Technology,1,1,88,99,8.6,0,paid,0.95,no
757850839505,Shaurya Bose,shaurya.bose8735@amity.edu,Amity University,Electrical and Electronics Engineering,2,3,79,60,7.26,1,paid,0.62,no
847278649148,Ishaan Mukherjee,ishaan.mukherjee5830@rvce.edu.in,RV College of Engineering,Information Technology,4,8,87,84,9.2,0,paid,0.82,no
346931302565,Vihaan Das,vihaan.das4814@nmamit.nitte.edu.in,NMAM Institute of Technology,Mechanical Engineering,4,8,76,68,6.86,0,delayed,0.69,no
560396662447,Kabir Patil,kabir.patil334@manipal.edu,Manipal Institute of Technology,Electrical and Electronics Engineering,2,3,49,36,5.21,3,delayed,0.27,no
300576763866,Reyansh Sharma,reyansh.sharma5042@mitwpu.edu.in,MIT World Peace University,Information Technology,2,3,92,85,9.3,0,paid,0.88,no
983448810372,Aarav Patel,aarav.patel1107@manipal.edu,Manipal Institute of Technology,Electrical and Electronics Engineering,1,1,69,65,7.33,0,paid,0.56,no
193333944168,Vivaan Rajput,vivaan.rajput6614@mitwpu.edu.in,MIT World Peace University,Electronics and Communication Engineering,2,4,78,60,6.56,2,paid,0.71,no
208376204325,Aryan Singh,aryan.singh3007@lpu.in,Lovely Professional University,Civil Engineering,3,6,75,74,8.33,1,paid,0.52,no
641335972868,Vihaan Gupta,vihaan.gupta8679@vit.ac.in,Vellore Institute of Technology,Computer Science and Engineering,3,6,86,83,9.21,0,paid,0.91,no
909757327649,Sonam Chauhan,sonam.chauhan1347@amity.edu,Amity University,Computer Science and Engineering,2,3,89,82,9.38,0,paid,0.81,no
280938148214,Sneha Yadav,sneha.yadav3354@thapar.edu,Thapar Institute of Engineering and Technology,Mechanical Engineering,4,7,60,45,5.94,3,unpaid,0.28,no
588063490822,Raj Joshi,raj.joshi8296@rvce.edu.in,RV College of Engineering,Mechanical Engineering,4,7,81,65,7.01,0,paid,0.73,no
469289446165,Kavya Banerjee,kavya.banerjee9063@dayanandasagar.edu,Dayananda Sagar College of Engineering,Information Technology,2,4,62,38,4.03,3,delayed,0.27,no
641044765742,Krishna Tiwari,krishna.tiwari8578@vit.ac.in,Vellore Institute of Technology,Information Technology,4,7,91,83,9.16,0,paid,0.88,no
920974965989,Rahul Desai,rahul.desai4086@srmist.edu.in,SRM Institute of Science and Technology,Information Technology,3,5,64,54,5.48,2,delayed,0.26,no
856357778554,Kavya Tiwari,kavya.tiwari7124@mitwpu.edu.in,MIT World Peace University,Mechanical Engineering,2,4,40,41,5.78,4,unpaid,0.26,no
606790523057,Vivaan Thakur,vivaan.thakur7736@thapar.edu,Thapar Institute of Engineering and Technology,Mechanical Engineering,4,8,88,96,9.17,0,paid,0.89,no
702943592004,Raj Rajput,raj.rajput895@pes.edu,PES University,Mechanical Engineering,3,6,48,55,6.29,5,unpaid,0.18,no
404409550309,Sai Iyer,sai.iyer3039@rvce.edu.in,RV College of Engineering,Electronics and Communication Engineering,3,6,68,77,7.94,0,paid,0.69,no
562051211296,Khushi Sharma,khushi.sharma1386@kiit.ac.in,KIIT University,Computer Science and Engineering,4,8,68,72,7.91,2,paid,0.54,no
651088820167,Suresh Menon,suresh.menon1294@hithaldia.ac.in,Haldia Institute of Technology,Civil Engineering,2,4,72,78,6.68,0,paid,0.59,no
672970966208,Abhinav Rajput,abhinav.rajput4816@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Computer Science and Engineering,3,5,83,66,8.26,2,paid,0.78,no
245925321170,Shruti Patel,shruti.patel633@msrit.edu,MS Ramaiah Institute of Technology,Information Technology,1,2,67,79,7.23,0,paid,0.64,no
621159829214,Ishaan Desai,ishaan.desai6992@rvce.edu.in,RV College of Engineering,Computer Science and Engineering,4,7,84,70,6.91,1,paid,0.78,no
229419354950,Khushi Verma,khushi.verma3247@pes.edu,PES University,Electronics and Communication Engineering,2,3,95,92,8.99,0,paid,0.97,no
865007670988,Kabir Pandey,kabir.pandey6253@mitwpu.edu.in,MIT World Peace University,Electronics and Communication Engineering,1,1,81,68,7.09,0,paid,0.58,no
809637584864,Abhishek Kumar,abhishek.kumar5874@dayanandasagar.edu,Dayananda Sagar College of Engineering,Electrical and Electronics Engineering,3,5,49,49,4.1,2,paid,0.33,no
399130689321,Sanjay Rao,sanjay.rao7509@mitwpu.edu.in,MIT World Peace University,Civil Engineering,2,3,47,41,5.89,4,unpaid,0.37,no
141390182836,Anjali Shah,anjali.shah7014@dayanandasagar.edu,Dayananda Sagar College of Engineering,Computer Science and Engineering,4,8,99,96,9.37,0,paid,0.81,no
487926396836,Aditya Bose,aditya.bose9054@vit.ac.in,Vellore Institute of Technology,Civil Engineering,2,3,87,98,8.5,0,paid,0.94,no
976526612725,Neha Kumar,neha.kumar5087@vit.ac.in,Vellore Institute of Technology,Mechanical Engineering,4,7,75,63,7.78,1,paid,0.78,no
237965120608,Atharva Deshmukh,atharva.deshmukh2772@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Information Technology,1,1,75,76,7.28,1,paid,0.58,no
143409452227,Sanjay Kumar,sanjay.kumar3541@thapar.edu,Thapar Institute of Engineering and Technology,Information Technology,3,5,75,74,7.5,1,paid,0.71,no
141384204821,Rohan Sengupta,rohan.sengupta4746@kiit.ac.in,KIIT University,Information Technology,4,7,80,68,7.43,1,paid,0.78,no
976363331392,Priya Rao,priya.rao2999@nmamit.nitte.edu.in,NMAM Institute of Technology,Civil Engineering,2,4,74,78,6.5,2,delayed,0.74,no
410870111282,Aarti Shah,aarti.shah4305@lpu.in,Lovely Professional University,Information Technology,1,1,92,85,9.4,0,paid,0.88,no
389724866065,Vivaan Kulkarni,vivaan.kulkarni9010@manipal.edu,Manipal Institute of Technology,Electrical and Electronics Engineering,2,4,91,93,9.68,0,paid,0.81,yes
876574654208,Atharva Banerjee,atharva.banerjee6061@nmamit.nitte.edu.in,NMAM Institute of Technology,Electronics and Communication Engineering,2,4,44,43,6,3,unpaid,0.33,no
627258398443,Rohan Das,rohan.das3403@manipal.edu,Manipal Institute of Technology,Electronics and Communication Engineering,3,6,87,94,8.76,0,paid,0.84,no
596983198324,Sai Mukherjee,sai.mukherjee9694@thapar.edu,Thapar Institute of Engineering and Technology,Computer Science and Engineering,4,7,72,66,7.6,2,paid,0.69,no
482061279424,Shreya Gupta,shreya.gupta1131@bmsce.ac.in,BMS College of Engineering,Computer Science and Engineering,1,1,69,63,6.59,2,paid,0.5,no
996791484424,Ritik Reddy,ritik.reddy4793@srmist.edu.in,SRM Institute of Science and Technology,Information Technology,1,2,83,79,7.66,2,paid,0.67,no
721731458059,Anjali Thakur,anjali.thakur1322@lpu.in,Lovely Professional University,Mechanical Engineering,2,4,68,72,7.62,2,paid,0.58,no
729569139018,Reyansh Desai,reyansh.desai5826@msrit.edu,MS Ramaiah Institute of Technology,Electrical and Electronics Engineering,3,5,51,46,4.83,5,unpaid,0.43,no
537489606784,Amit Rao,amit.rao4990@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,Civil Engineering,1,2,74,75,7.22,0,paid,0.77,no
719749714817,Aditi Gupta,aditi.gupta8446@thapar.edu,Thapar Institute of Engineering and Technology,Mechanical Engineering,2,3,92,91,8.96,0,paid,0.88,no
211960233689,Arjun Verma,arjun.verma4451@amity.edu,Amity University,Computer Science and Engineering,1,1,99,89,9.31,0,paid,0.82,no
672295386438,Reyansh Das,reyansh.das224@srmist.edu.in,SRM Institute of Science and Technology,Electrical and Electronics Engineering,3,6,95,91,9.41,0,paid,0.84,no
798631555518,Dhruv Mishra,dhruv.mishra9029@hithaldia.ac.in,Haldia Institute of Technology,Computer Science and Engineering,3,5,76,68,6.86,1,paid,0.76,no
767116771495,Aditya Sengupta,aditya.sengupta5962@thapar.edu,Thapar Institute of Engineering and Technology,Information Technology,1,1,67,78,7.01,0,paid,0.67,no
599356285368,Mukesh Deshmukh,mukesh.deshmukh2770@manipal.edu,Manipal Institute of Technology,Computer Science and Engineering,4,7,63,52,5.86,1,paid,0.38,no
336529440650,Ritik Kulkarni,ritik.kulkarni577@srmist.edu.in,SRM Institute of Science and Technology,Electrical and Electronics Engineering,3,5,67,67,6.61,2,paid,0.52,no
187643465183,Sonam Thakur,sonam.thakur4206@srmist.edu.in,SRM Institute of Science and Technology,Electrical and Electronics Engineering,1,1,95,99,9.46,0,paid,0.87,no
489442517912,Neha Mukherjee,neha.mukherjee4151@nmamit.nitte.edu.in,NMAM Institute of Technology,Information Technology,3,5,68,69,6.57,1,delayed,0.69,no
795398786273,Pooja Sharma,pooja.sharma3068@dayanandasagar.edu,Dayananda Sagar College of Engineering,Information Technology,2,4,97,83,8.69,0,paid,0.9,no
964983355312,Shreya Tiwari,shreya.tiwari4482@thapar.edu,Thapar Institute of Engineering and Technology,Mechanical Engineering,1,1,72,78,8.27,1,delayed,0.75,no
