student_uid,student_name,college_email,college_name,current_year,current_semester,attendance_rate,avg_internal,cgpa,backlog_count,fee_status,normalized_engagement,scholarship_status,dropout_probability_percent
110440307131,Nidhi Kulkarni,nidhi.kulkarni672@msrit.edu,MS Ramaiah Institute of Technology,4,7,41,41,4.68,6,paid,0,no,94.62
539940642847,Ayaan Bose,ayaan.bose250@nmamit.nitte.edu.in,NMAM Institute of Technology,1,2,61,66,7.45,0,paid,0.54,no,16.92
877396368188,Sonam Pandey,sonam.pandey907@nmamit.nitte.edu.in,NMAM Institute of Technology,1,2,57,65,7.59,2,paid,0.53,no,41.46
637418134513,Atharva Das,atharva.das878@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,4,7,79,74,8.2,0,paid,0.77,no,38.32
629236873547,Atharva Tiwari,atharva.tiwari635@srmist.edu.in,SRM Institute of Science and Technology,1,1,87,78,7.85,2,paid,0.4,no,19.82
979321647135,Atharva Desai,atharva.desai535@bmsce.ac.in,BMS College of Engineering,2,3,65,59,7.73,0,paid,0.29,no,60.21
748499960570,Aryan Patil,aryan.patil774@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,4,7,47,30,5.27,5,paid,0.22,no,81.64
894020471704,Vivaan Shah,vivaan.shah558@nmamit.nitte.edu.in,NMAM Institute of Technology,4,7,78,75,8.31,0,delayed,0.64,no,49.69
831631730669,Abhinav Chaudhary,abhinav.chaudhary148@mitwpu.edu.in,MIT World Peace University,2,3,66,58,7.97,2,paid,0.56,no,47.29
399541576019,Neha Iyer,neha.iyer400@hithaldia.ac.in,Haldia Institute of Technology,1,1,68,68,8.35,0,paid,0.83,no,49.25
622876705059,Riya Yadav,riya.yadav588@manipal.edu,Manipal Institute of Technology,3,5,78,70,7.21,1,paid,0.52,no,47.35
419331274247,Riya Chatterjee,riya.chatterjee140@dayanandasagar.edu,Dayananda Sagar College of Engineering,1,1,83,61,7.85,0,paid,0.62,no,11.21
973769119089,Dev Iyer,dev.iyer390@srmist.edu.in,SRM Institute of Science and Technology,4,7,72,90,8.59,0,paid,0.83,no,34.7
216672628150,Karthik Gupta,karthik.gupta740@nmamit.nitte.edu.in,NMAM Institute of Technology,3,5,66,73,6.7,2,paid,0.34,no,47.53
475147851966,Aditi Singh,aditi.singh768@srmist.edu.in,SRM Institute of Science and Technology,4,8,41,41,4.45,5,delayed,0,no,94.86
350712325919,Shyam Verma,shyam.verma748@kiit.ac.in,KIIT University,4,7,47,59,7.24,0,paid,0,no,77.04
623490941958,Aaryan Verma,aaryan.verma986@amity.edu,Amity University,2,4,64,53,6.65,1,paid,0.28,no,61.01
863480550141,Aarti Shah,aarti.shah892@hithaldia.ac.in,Haldia Institute of Technology,3,6,61,88,7,2,paid,0.53,no,28.09
566618751706,Vivaan Banerjee,vivaan.banerjee979@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,3,6,84,80,7.16,0,paid,0.77,no,41.38
821030314398,Aaryan Singh,aaryan.singh389@amity.edu,Amity University,1,2,35,53,5.26,2,paid,0,no,88.57
979904143638,Sanjay Sengupta,sanjay.sengupta75@msrit.edu,MS Ramaiah Institute of Technology,2,3,67,79,8.07,0,delayed,0.54,no,35.42
752610620328,Khushi Desai,khushi.desai411@thapar.edu,Thapar Institute of Engineering and Technology,2,4,78,69,6.95,2,paid,0.97,no,30.66
209518929937,Vihaan Mukherjee,vihaan.mukherjee500@kiit.ac.in,KIIT University,1,2,82,66,8.15,2,paid,0.61,no,29.89
439834392946,Pranav Sharma,pranav.sharma870@lpu.in,Lovely Professional University,2,3,73,57,6.86,2,paid,0.63,no,54.31
750741228355,Sonam Patil,sonam.patil74@rvce.edu.in,RV College of Engineering,1,1,99,83,8.51,0,paid,0.81,no,21.01
124768305679,Aarav Pandey,aarav.pandey248@dayanandasagar.edu,Dayananda Sagar College of Engineering,2,4,62,64,7.37,2,paid,0.72,no,42.83
313150483127,Aarti Shah,aarti.shah257@amity.edu,Amity University,4,8,55,40,5.14,1,unpaid,0,no,90.68
954511647573,Shreya Das,shreya.das268@srmist.edu.in,SRM Institute of Science and Technology,3,5,62,39,5.67,4,paid,0.16,no,87.48
926349186873,Swati Yadav,swati.yadav200@pes.edu,PES University,2,4,74,73,7.24,2,paid,0.5,yes,39.92
570313580626,Aryan Reddy,aryan.reddy421@mitwpu.edu.in,MIT World Peace University,4,7,76,75,7.16,0,paid,0.75,no,16.08
762428221880,Ritik Iyer,ritik.iyer372@hithaldia.ac.in,Haldia Institute of Technology,3,5,68,62,5.95,2,unpaid,0,no,94.94
472766470293,Rohan Patel,rohan.patel191@hithaldia.ac.in,Haldia Institute of Technology,3,5,100,81,7.95,0,delayed,1,no,13.93
695038960782,Rahul Kulkarni,rahul.kulkarni658@amity.edu,Amity University,4,8,65,88,8.71,0,paid,0.91,yes,24.13
693972778777,Aditi Yadav,aditi.yadav359@pes.edu,PES University,1,2,62,71,7.57,0,paid,0.34,no,59.86
904639188641,Dev Reddy,dev.reddy719@msrit.edu,MS Ramaiah Institute of Technology,2,3,67,31,5.33,2,delayed,0.37,no,83.65
323352548163,Sai Iyer,sai.iyer238@pes.edu,PES University,3,5,92,86,7.95,0,delayed,0.69,no,29.93
242057438186,Arjun Das,arjun.das681@thapar.edu,Thapar Institute of Engineering and Technology,3,5,60,74,7.03,2,paid,0.62,no,47.98
869028413110,Shyam Thakur,shyam.thakur535@mitwpu.edu.in,MIT World Peace University,1,1,35,48,6.87,4,paid,0.08,no,85.09
846274124152,Mukesh Singh,mukesh.singh24@vit.ac.in,Vellore Institute of Technology,2,3,51,30,4.68,1,unpaid,0.29,no,92.01
804873154412,Priya Yadav,priya.yadav546@pes.edu,PES University,1,2,81,47,5.75,6,delayed,0.4,no,61.22
816025815536,Rohan Thakur,rohan.thakur66@msrit.edu,MS Ramaiah Institute of Technology,3,6,73,94,8.46,0,paid,0.88,no,16.18
734730776358,Arjun Patil,arjun.patil944@kiit.ac.in,KIIT University,1,1,54,46,4.82,1,paid,0.22,no,87.51
306079723937,Manoj Bose,manoj.bose170@amity.edu,Amity University,2,3,80,81,9.61,0,delayed,0.61,no,27.95
641228995954,Mukesh Reddy,mukesh.reddy670@nmamit.nitte.edu.in,NMAM Institute of Technology,1,2,75,62,7.2,1,paid,0.47,no,21.32
633709704565,Aryan Chauhan,aryan.chauhan467@msrit.edu,MS Ramaiah Institute of Technology,1,1,90,77,7.92,0,paid,0.77,no,19.46
488208980862,Sai Gupta,sai.gupta235@mitwpu.edu.in,MIT World Peace University,3,5,63,58,5.76,4,paid,0.01,no,70.27
360706847910,Pranav Desai,pranav.desai602@hithaldia.ac.in,Haldia Institute of Technology,2,4,63,83,7.37,1,paid,0.41,no,43
838701203598,Abhinav Patil,abhinav.patil631@msrit.edu,MS Ramaiah Institute of Technology,1,2,45,39,5.54,2,paid,0.16,no,88.37
788008595833,Pooja Menon,pooja.menon379@srmist.edu.in,SRM Institute of Science and Technology,4,7,78,86,8.3,0,paid,0.76,no,22.24
695220823486,Reyansh Desai,reyansh.desai658@vit.ac.in,Vellore Institute of Technology,1,1,46,44,5.9,4,delayed,0.22,no,91.66
739378956710,Vivaan Singh,vivaan.singh64@manipal.edu,Manipal Institute of Technology,4,7,37,51,5.01,1,paid,0,no,68.98
696759405660,Vivek Das,vivek.das404@kiit.ac.in,KIIT University,4,7,66,65,6.35,1,paid,0,no,66.6
902709417187,Rahul Pandey,rahul.pandey705@mitwpu.edu.in,MIT World Peace University,2,4,55,51,6.45,1,paid,0,no,79.44
202928125328,Aditya Tiwari,aditya.tiwari194@vit.ac.in,Vellore Institute of Technology,1,1,53,47,6.44,5,unpaid,0.45,yes,82.76
451267175899,Reyansh Shah,reyansh.shah709@vit.ac.in,Vellore Institute of Technology,1,1,44,47,5.56,1,delayed,0.06,no,86.52
295636663697,Shaurya Das,shaurya.das822@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,1,1,75,73,8.28,0,paid,0.9,no,29.47
457364963271,Atharva Bose,atharva.bose775@pes.edu,PES University,4,8,79,87,7.13,0,paid,0.33,no,29.31
228818958541,Raj Deshmukh,raj.deshmukh296@amity.edu,Amity University,2,4,50,47,5.88,3,unpaid,0,no,93.23
872275346887,Amit Menon,amit.menon102@dayanandasagar.edu,Dayananda Sagar College of Engineering,1,1,85,69,7.03,1,paid,0.54,no,14.35
695839239466,Priya Iyer,priya.iyer509@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,2,3,73,68,7.53,2,paid,0.47,no,34.32
863306400159,Neha Mishra,neha.mishra675@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,1,2,82,75,9.26,0,unpaid,0.67,no,57.74
611525490169,Manoj Menon,manoj.menon712@rvce.edu.in,RV College of Engineering,2,4,74,95,8.86,0,paid,0.81,no,10.14
297008755427,Aditya Nair,aditya.nair808@rvce.edu.in,RV College of Engineering,1,1,66,84,7.47,0,paid,0.37,no,22.24
596800529078,Ayaan Singh,ayaan.singh581@lpu.in,Lovely Professional University,3,6,63,74,7.76,0,paid,0.78,no,18.73
244298614584,Sai Sharma,sai.sharma838@srmist.edu.in,SRM Institute of Science and Technology,1,2,71,65,6.32,1,paid,0.22,no,57.55
585925857602,Anjali Gupta,anjali.gupta34@dayanandasagar.edu,Dayananda Sagar College of Engineering,2,4,67,81,5.82,4,paid,0.45,no,55.4
507112543613,Vivek Kumar,vivek.kumar790@mitwpu.edu.in,MIT World Peace University,3,5,42,43,4.84,4,paid,0,no,79.48
791562100044,Yash Singh,yash.singh35@manipal.edu,Manipal Institute of Technology,1,2,79,79,8.18,1,paid,0.6,no,27.76
496336460700,Kavya Menon,kavya.menon504@vit.ac.in,Vellore Institute of Technology,2,3,81,82,7.17,2,delayed,0.3,no,50.21
479813886318,Akash Patil,akash.patil302@mitwpu.edu.in,MIT World Peace University,3,6,68,59,8.66,1,paid,0.55,yes,28.23
526938687344,Dhruv Rao,dhruv.rao677@lpu.in,Lovely Professional University,1,1,35,42,4.99,3,delayed,0.07,no,96.4
682409235110,Manoj Mishra,manoj.mishra169@rvce.edu.in,RV College of Engineering,1,2,67,58,6.98,0,paid,0.65,no,47.91
731763449014,Abhishek Rao,abhishek.rao350@kiit.ac.in,KIIT University,4,8,68,74,8.72,2,paid,0.66,no,32.82
204586793692,Yash Gupta,yash.gupta827@pes.edu,PES University,1,1,150,78,7.59,1,paid,0.38,no,55.86
789754317748,Suresh Chaudhary,suresh.chaudhary356@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,2,4,35,42,5.04,1,delayed,0,no,89.37
922166295420,Abhinav Verma,abhinav.verma640@nmamit.nitte.edu.in,NMAM Institute of Technology,1,2,39,42,4.67,2,delayed,0.06,no,92.23
440239206135,Pranav Chatterjee,pranav.chatterjee413@thapar.edu,Thapar Institute of Engineering and Technology,3,6,57,47,5.34,3,delayed,0.14,no,88.92
430179684640,Ananya Pandey,ananya.pandey55@kiit.ac.in,KIIT University,3,6,35,38,6.07,6,delayed,0.08,no,88.72
913321774852,Reyansh Thakur,reyansh.thakur797@vit.ac.in,Vellore Institute of Technology,4,7,90,91,9.8,0,paid,0.81,yes,10.63
297521841481,Yash Chatterjee,yash.chatterjee364@msrit.edu,MS Ramaiah Institute of Technology,2,3,56,52,5.43,1,paid,0.33,no,72.9
385997653741,Rahul Sharma,rahul.sharma603@thapar.edu,Thapar Institute of Engineering and Technology,3,5,71,44,6.83,1,paid,0.35,no,50.2
879934107708,Pooja Yadav,pooja.yadav246@amity.edu,Amity University,2,4,80,89,7.9,0,paid,0.82,no,20.5
237160173758,Ritik Joshi,ritik.joshi928@rvce.edu.in,RV College of Engineering,2,3,75,65,8.52,1,delayed,0.29,no,65.55
431378256945,Ishaan Sharma,ishaan.sharma269@manipal.edu,Manipal Institute of Technology,4,8,99,94,9.8,0,paid,0.59,yes,11.93
311506806620,Dev Singh,dev.singh556@hithaldia.ac.in,Haldia Institute of Technology,2,4,86,91,9.8,0,delayed,0.75,yes,18.54
420454175346,Vihaan Yadav,vihaan.yadav313@msrit.edu,MS Ramaiah Institute of Technology,1,2,36,44,6.57,6,paid,0.21,no,90.02
966646589327,Aarti Chatterjee,aarti.chatterjee24@nmamit.nitte.edu.in,NMAM Institute of Technology,2,4,82,52,8.2,2,paid,0.67,no,47.9
373635211110,Rahul Patil,rahul.patil631@rvce.edu.in,RV College of Engineering,3,6,76,69,7.52,2,paid,0.5,no,44.3
108282987888,Shruti Kumar,shruti.kumar243@thapar.edu,Thapar Institute of Engineering and Technology,3,6,96,86,9.61,0,paid,0.67,no,26.96
212296108874,Kabir Patel,kabir.patel421@kiit.ac.in,KIIT University,1,2,76,63,7.42,2,paid,0.71,no,22.15
453521926722,Ramesh Rajput,ramesh.rajput76@bmsce.ac.in,BMS College of Engineering,4,7,100,81,7.33,0,paid,0.72,yes,12.64
723378736619,Rohan Joshi,rohan.joshi828@pes.edu,PES University,2,4,78,89,7.8,0,paid,0.73,no,34.34
680577813005,Shruti Shah,shruti.shah646@srmist.edu.in,SRM Institute of Science and Technology,1,2,35,30,4.35,1,paid,0.02,no,87.53
371064964001,Aditya Banerjee,aditya.banerjee143@mitwpu.edu.in,MIT World Peace University,4,7,51,55,6.84,2,paid,0.25,no,62.12
210125340419,Abhinav Rao,abhinav.rao322@pes.edu,PES University,3,5,87,100,9.7,0,paid,1,no,10.26
754825145365,Atharva Nair,atharva.nair791@lpu.in,Lovely Professional University,3,5,69,66,6.81,2,paid,0.18,no,61.75
706006341773,Abhinav Bose,abhinav.bose926@thapar.edu,Thapar Institute of Engineering and Technology,1,2,66,69,4.83,6,paid,,no,65.58
209330831777,Reyansh Joshi,reyansh.joshi545@nmamit.nitte.edu.in,NMAM Institute of Technology,3,5,55,52,5.44,6,paid,0.03,no,88.55
373297942813,Aryan Kulkarni,aryan.kulkarni730@rvce.edu.in,RV College of Engineering,2,3,35,43,5.72,6,paid,0.33,no,95.35
660598742828,Khushi Sharma,khushi.sharma198@thapar.edu,Thapar Institute of Engineering and Technology,1,1,65,67,7.72,0,paid,0.64,no,29.4
265916228044,Raj Gupta,raj.gupta623@srmist.edu.in,SRM Institute of Science and Technology,1,1,92,95,9.54,0,paid,1,yes,19.65
465585812006,Aditya Patel,aditya.patel68@hithaldia.ac.in,Haldia Institute of Technology,3,5,47,47,4.84,5,paid,0.21,no,87.18
908062820939,Sanjay Chatterjee,sanjay.chatterjee895@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,2,3,47,68,6.44,3,paid,0.41,no,79.63
443200112618,Karthik Reddy,karthik.reddy633@manipal.edu,Manipal Institute of Technology,3,6,90,73,9.8,0,paid,0.62,no,37.22
282339413796,Abhishek Kulkarni,abhishek.kulkarni495@vit.ac.in,Vellore Institute of Technology,4,7,100,100,9.52,0,paid,0.87,no,14.87
127790204643,Vivek Patil,vivek.patil124@lpu.in,Lovely Professional University,4,8,67,76,7.64,2,paid,0.44,no,49.79
194084140045,Aryan Das,aryan.das757@manipal.edu,Manipal Institute of Technology,2,3,45,37,4.94,2,delayed,0,no,88.22
715929949581,Karthik Mukherjee,karthik.mukherjee188@srmist.edu.in,SRM Institute of Science and Technology,2,4,41,53,5.19,5,unpaid,0.2,yes,88.23
450880550075,Amit Yadav,amit.yadav216@rvce.edu.in,RV College of Engineering,2,4,71,74,7.68,1,paid,0.8,no,32.12
380672945780,Ishaan Chatterjee,ishaan.chatterjee948@lpu.in,Lovely Professional University,2,4,50,56,6.89,0,paid,0.18,yes,56.16
301661532933,Ayaan Mishra,ayaan.mishra31@thapar.edu,Thapar Institute of Engineering and Technology,4,7,71,64,7.62,0,paid,0.58,no,45.42
128257536385,Ishaan Chaudhary,ishaan.chaudhary41@bmsce.ac.in,BMS College of Engineering,4,7,35,48,5.26,1,paid,0,no,68.82
316208284616,Suresh Das,suresh.das353@rvce.edu.in,RV College of Engineering,3,6,53,65,7.41,0,paid,0.13,no,59.99
598814943798,Pranav Patel,pranav.patel931@nmamit.nitte.edu.in,NMAM Institute of Technology,3,6,58,43,4.76,1,delayed,0.1,no,62.28
399836372286,Sanjay Banerjee,sanjay.banerjee529@nmamit.nitte.edu.in,NMAM Institute of Technology,3,6,49,41,5.53,1,unpaid,0.18,no,88.37
631215432166,Ananya Yadav,ananya.yadav894@bmsce.ac.in,BMS College of Engineering,4,7,76,75,8.15,0,paid,0.74,no,14.05
245196613158,Ishaan Sengupta,ishaan.sengupta488@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,4,8,68,78,7.33,1,paid,0.42,no,37.55
941225872437,Atharva Menon,atharva.menon654@pes.edu,PES University,3,6,76,52,8.06,1,paid,0.33,no,47.82
681238937976,Shaurya Rajput,shaurya.rajput402@hithaldia.ac.in,Haldia Institute of Technology,3,5,85,82,7.18,0,paid,0.49,no,16.05
711574215125,Khushi Thakur,khushi.thakur128@amity.edu,Amity University,4,7,35,36,5.24,4,paid,0.15,no,71.73
516762413811,Suresh Sengupta,suresh.sengupta828@amity.edu,Amity University,2,3,93,90,8,0,paid,0.82,no,19.93
643112572424,Yash Sharma,yash.sharma863@nmamit.nitte.edu.in,NMAM Institute of Technology,2,3,37,37,5.24,3,paid,0.25,no,72.29
610646459917,Vivaan Deshmukh,vivaan.deshmukh584@mitwpu.edu.in,MIT World Peace University,3,5,92,73,8.03,0,paid,0.8,no,12.06
694966443321,Vivek Verma,vivek.verma19@manipal.edu,Manipal Institute of Technology,2,4,38,42,5.59,6,unpaid,0.11,no,96.6
687115715572,Arjun Mishra,arjun.mishra521@nmamit.nitte.edu.in,NMAM Institute of Technology,4,8,90,47,6.12,2,paid,0.14,no,57.53
282106166843,Karthik Kumar,karthik.kumar147@srmist.edu.in,SRM Institute of Science and Technology,4,7,79,67,8.37,1,paid,0.45,no,43.42
729989245593,Ananya Desai,ananya.desai205@dayanandasagar.edu,Dayananda Sagar College of Engineering,4,8,80,49,8.31,0,paid,0.41,no,11.72
823759862664,Vihaan Sharma,vihaan.sharma134@amity.edu,Amity University,3,6,74,68,7.15,2,paid,0.56,no,33.53
266484115097,Ananya Kumar,ananya.kumar30@srmist.edu.in,SRM Institute of Science and Technology,1,1,62,52,6.07,1,delayed,0.29,no,63.14
543864383802,Ananya Pandey,ananya.pandey604@srmist.edu.in,SRM Institute of Science and Technology,4,7,47,58,5.31,5,paid,0.23,no,94.34
181505380006,Shruti Chatterjee,shruti.chatterjee243@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,3,6,92,76,8.85,1,paid,0.55,yes,18.25
746490168732,Nidhi Tiwari,nidhi.tiwari148@vit.ac.in,Vellore Institute of Technology,1,1,69,51,6.89,1,paid,0.58,no,60.25
878316575748,Ananya Chatterjee,ananya.chatterjee555@mitwpu.edu.in,MIT World Peace University,1,1,78,75,7.17,2,paid,0.68,no,56.71
833096511025,Shyam Gupta,shyam.gupta180@manipal.edu,Manipal Institute of Technology,4,7,75,66,7.97,1,paid,0.84,no,22.78
238937493928,Sneha Chatterjee,sneha.chatterjee185@hithaldia.ac.in,Haldia Institute of Technology,4,8,94,82,8.47,0,delayed,0.72,no,28.33
599264623862,Aarav Sengupta,aarav.sengupta70@manipal.edu,Manipal Institute of Technology,3,5,100,98,8.48,0,paid,0.62,yes,15.35
165640295112,Sai Menon,sai.menon786@nmamit.nitte.edu.in,NMAM Institute of Technology,2,3,80,67,6.78,1,delayed,0.5,no,37.49
869124316056,Krishna Mishra,krishna.mishra160@lpu.in,Lovely Professional University,2,3,62,76,7.59,0,paid,0.39,no,37.76
867293812957,Sanjay Kumar,sanjay.kumar109@srmist.edu.in,SRM Institute of Science and Technology,3,5,61,56,4.95,2,delayed,0,no,80.61
512400117602,Ayaan Tiwari,ayaan.tiwari352@amity.edu,Amity University,4,7,55,79,7.02,0,paid,0.98,no,25.59
645591660608,Dev Chauhan,dev.chauhan613@kiit.ac.in,KIIT University,1,2,64,74,8.12,2,paid,0.55,no,27.99
416403870005,Ananya Bose,ananya.bose101@nmamit.nitte.edu.in,NMAM Institute of Technology,3,5,64,32,4.9,1,delayed,0.24,no,77.11
657544236063,Rahul Tiwari,rahul.tiwari684@nmamit.nitte.edu.in,NMAM Institute of Technology,1,1,57,75,8.27,2,paid,0.42,no,38.1
148764609678,Rohan Das,rohan.das987@thapar.edu,Thapar Institute of Engineering and Technology,1,1,68,66,7.63,0,unpaid,0.51,no,77.04
467982808275,Anjali Iyer,anjali.iyer959@vit.ac.in,Vellore Institute of Technology,4,8,84,77,7.59,0,paid,0.6,no,35.18
936951792006,Shruti Desai,shruti.desai83@msrit.edu,MS Ramaiah Institute of Technology,3,5,57,63,9.59,1,paid,0.41,yes,33.81
654914110080,Akash Gupta,akash.gupta524@msrit.edu,MS Ramaiah Institute of Technology,2,4,44,35,5,6,delayed,0,no,93.67
295947670413,Vivaan Mukherjee,vivaan.mukherjee610@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,1,2,66,60,8.39,2,paid,0.47,no,46.8
512492971002,Ananya Sharma,ananya.sharma317@lpu.in,Lovely Professional University,2,3,80,73,8.06,0,paid,0.6,no,41.92
164402463468,Priya Mukherjee,priya.mukherjee725@bmsce.ac.in,BMS College of Engineering,4,7,67,67,7.06,0,paid,0.48,no,12.24
415154455495,Nidhi Chauhan,nidhi.chauhan954@mitwpu.edu.in,MIT World Peace University,4,8,76,74,7.51,1,paid,0.47,no,19.15
603357488523,Sneha Reddy,sneha.reddy268@srmist.edu.in,SRM Institute of Science and Technology,1,1,83,51,6.83,2,paid,0.46,yes,54.11
377864828981,Swati Mukherjee,swati.mukherjee18@manipal.edu,Manipal Institute of Technology,1,2,-16,81,7.14,0,paid,0.63,no,26.06
292412908166,Abhishek Singh,abhishek.singh612@manipal.edu,Manipal Institute of Technology,1,2,72,,5.91,4,delayed,0.27,no,72.81
725336764209,Shaurya Joshi,shaurya.joshi357@vit.ac.in,Vellore Institute of Technology,3,6,88,100,7.32,0,paid,0.5,no,20.05
375582713893,Ritik Yadav,ritik.yadav690@nmamit.nitte.edu.in,NMAM Institute of Technology,4,7,54,65,5.49,1,paid,0.38,no,54.47
226225779734,Khushi Pandey,khushi.pandey644@rvce.edu.in,RV College of Engineering,1,1,83,53,6.24,1,paid,0.49,no,53.22
852953247809,Pranav Nair,pranav.nair731@hithaldia.ac.in,Haldia Institute of Technology,2,3,52,65,7.2,2,unpaid,0.32,no,90.5
694587808202,Reyansh Thakur,reyansh.thakur232@thapar.edu,Thapar Institute of Engineering and Technology,1,1,38,36,5.76,4,delayed,0.07,no,94.92
644114225232,Abhishek Reddy,abhishek.reddy770@manipal.edu,Manipal Institute of Technology,4,7,35,30,6.07,6,paid,0.09,no,89.43
809114446985,Ayaan Banerjee,ayaan.banerjee973@msrit.edu,MS Ramaiah Institute of Technology,1,1,82,95,8.97,0,paid,1.58,no,41.07
374511356929,Riya Nair,riya.nair879@mitwpu.edu.in,MIT World Peace University,2,4,77,60,7.52,0,paid,0.59,no,29.89
263507315185,Nidhi Singh,nidhi.singh168@amity.edu,Amity University,1,1,91,70,8.2,0,paid,0.57,no,40.29
658361535004,Vikas Tiwari,vikas.tiwari490@lpu.in,Lovely Professional University,4,7,54,37,5.87,3,paid,0.21,no,83.27
211183857719,Dev Bose,dev.bose900@nmamit.nitte.edu.in,NMAM Institute of Technology,4,8,82,77,6.8,2,paid,0.46,no,32.36
288588540622,Shruti Iyer,shruti.iyer663@kiit.ac.in,KIIT University,3,6,80,100,9.8,0,paid,1,no,15.93
283194930726,Mukesh Deshmukh,mukesh.deshmukh550@mitwpu.edu.in,MIT World Peace University,4,7,63,47,4.12,6,paid,0.26,no,66.99
122590663903,Aditya Rajput,aditya.rajput617@nmamit.nitte.edu.in,NMAM Institute of Technology,4,8,100,100,8.77,0,paid,0.64,no,6.7
286478643573,Priya Iyer,priya.iyer135@lpu.in,Lovely Professional University,1,2,56,74,6.9,2,paid,0.48,no,46.14
527395856616,Amit Kulkarni,amit.kulkarni675@srmist.edu.in,SRM Institute of Science and Technology,3,5,86,74,7.65,0,paid,0.7,no,12.09
812626769099,Aditya Menon,aditya.menon672@vit.ac.in,Vellore Institute of Technology,3,5,84,77,7.86,0,paid,0.61,no,30.37
991255463665,Aaryan Chaudhary,aaryan.chaudhary120@nmamit.nitte.edu.in,NMAM Institute of Technology,3,5,84,79,8.9,0,paid,0.84,no,11.99
313518502799,Yash Verma,yash.verma459@thapar.edu,Thapar Institute of Engineering and Technology,3,6,76,71,8.63,0,paid,0.7,no,20.55
197421233456,Riya Gupta,riya.gupta292@nmamit.nitte.edu.in,NMAM Institute of Technology,2,4,57,63,5.04,5,paid,0.21,no,85.57
320489979204,Neha Sharma,neha.sharma376@lpu.in,Lovely Professional University,4,8,78,55,6.7,0,paid,0.55,no,29.02
301707339958,Aaryan Rajput,aaryan.rajput701@amity.edu,Amity University,3,5,65,84,7.32,0,paid,0.34,no,47.47
255583764661,Amit Patel,amit.patel370@nmamit.nitte.edu.in,NMAM Institute of Technology,3,6,49,59,6.32,5,paid,0.03,no,78.8
796802291975,Vivaan Nair,vivaan.nair396@amity.edu,Amity University,3,6,82,67,7.37,0,paid,0.84,no,41.46
621789591894,Kabir Desai,kabir.desai635@bmsce.ac.in,BMS College of Engineering,1,2,66,67,7.3,0,unpaid,0.59,no,80.38
244634959280,Karthik Sengupta,karthik.sengupta24@rvce.edu.in,RV College of Engineering,1,2,92,100,8.71,0,unpaid,0.64,no,42.45
887902144954,Ramesh Kulkarni,ramesh.kulkarni343@bmsce.ac.in,BMS College of Engineering,3,5,62,56,6.98,1,unpaid,0.26,no,83.51
572823511929,Aarti Banerjee,aarti.banerjee260@vit.ac.in,Vellore Institute of Technology,2,3,47,50,6.55,1,delayed,0.15,no,73.24
503963546365,Swati Chaudhary,swati.chaudhary395@dayanandasagar.edu,Dayananda Sagar College of Engineering,2,4,63,58,6.09,5,paid,0,no,83.45
945258270909,Aaryan Rajput,aaryan.rajput562@manipal.edu,Manipal Institute of Technology,1,1,67,38,5.34,5,paid,0.02,no,87.08
733806115968,Aditya Bose,aditya.bose785@pes.edu,PES University,4,7,55,30,6.93,4,paid,0.17,no,82.51
783394317558,Dev Chauhan,dev.chauhan414@nmamit.nitte.edu.in,NMAM Institute of Technology,4,8,65,50,5.65,3,paid,0.23,no,60.7
726884199295,Ayaan Bose,ayaan.bose775@kiit.ac.in,KIIT University,2,4,46,59,7.28,1,paid,0.39,no,35.09
547622676412,Abhishek Das,abhishek.das409@pes.edu,PES University,1,1,66,53,6.04,1,paid,0,no,62.45
331246740953,Anjali Chatterjee,anjali.chatterjee864@msrit.edu,MS Ramaiah Institute of Technology,4,7,93,85,8.57,0,paid,0.91,no,18.81
209413409677,Priya Shah,priya.shah281@lpu.in,Lovely Professional University,2,4,68,56,6.29,0,paid,0.44,no,38.76
229809917637,Sonam Pandey,sonam.pandey730@lpu.in,Lovely Professional University,3,5,67,76,6.51,2,paid,0.35,no,56.9
134259935353,Khushi Sharma,khushi.sharma42@lpu.in,Lovely Professional University,1,2,90,68,7.87,0,paid,0.93,no,25.82
525102517884,Kavya Desai,kavya.desai846@djscoe.edu,SVKM'S Dwarkadas J. Sanghvi College of Engineering,4,7,76,99,8.41,0,delayed,0.61,no,23.22
729987281972,Rohan Menon,rohan.menon536@thapar.edu,Thapar Institute of Engineering and Technology,2,4,53,48,6.1,4,paid,0.1,no,84.52
582377911919,Vivek Gupta,vivek.gupta258@lpu.in,Lovely Professional University,2,4,82,80,9.12,0,paid,0.74,no,35.31
230672498376,Reyansh Patel,reyansh.patel925@rvce.edu.in,RV College of Engineering,2,3,63,71,7.27,2,paid,0.71,no,61.64
